date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:21:42	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:42%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/3-4.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/3-4.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:43	10519/10519	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:12:52%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/4-4.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/4-4.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:43	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:43%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_391/https://keshilliveterinar.com/wp-content/uploads/2019/06/4-4.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_391/https_/keshilliveterinar.com/wp-content/uploads/2019/06/4-4.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:43	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:43%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/4-4.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/4-4.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:44	19975/19975	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:12:53%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/5-4.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/5-4.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:45	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:44%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_459/https://keshilliveterinar.com/wp-content/uploads/2019/06/5-4.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_459/https_/keshilliveterinar.com/wp-content/uploads/2019/06/5-4.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:45	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:44%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/5-4.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/5-4.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:46	16101/16101	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:12:54%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/6-4.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/6-4.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:46	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:45%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_425/https://keshilliveterinar.com/wp-content/uploads/2019/06/6-4.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_425/https_/keshilliveterinar.com/wp-content/uploads/2019/06/6-4.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:46	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:46%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/6-4.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/6-4.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:47	14799/14799	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:12:55%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/7-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/7-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:47	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:47%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_443/https://keshilliveterinar.com/wp-content/uploads/2019/06/7-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_443/https_/keshilliveterinar.com/wp-content/uploads/2019/06/7-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:48	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:47%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/7-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/7-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:49	20892/20892	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:12:56%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/8-1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/8-1.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:49	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:48%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_506/https://keshilliveterinar.com/wp-content/uploads/2019/06/8-1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_506/https_/keshilliveterinar.com/wp-content/uploads/2019/06/8-1.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:49	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:48%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/8-1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/8-1.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:50	9781/9781	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:12:56%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/9-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/9-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:50	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:50%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_400/https://keshilliveterinar.com/wp-content/uploads/2019/06/9-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_400/https_/keshilliveterinar.com/wp-content/uploads/2019/06/9-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:50	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:50%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/9-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/9-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:52	26128/26128	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:12:57%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/22-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/22-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:52	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:52%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_501/https://keshilliveterinar.com/wp-content/uploads/2019/06/22-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_501/https_/keshilliveterinar.com/wp-content/uploads/2019/06/22-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:52	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:52%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/22-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/22-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:53	8652/8652	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:12:58%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/33-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/33-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:53	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:53%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_368/https://keshilliveterinar.com/wp-content/uploads/2019/06/33-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_368/https_/keshilliveterinar.com/wp-content/uploads/2019/06/33-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:54	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:53%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/33-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/33-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:55	8853/8853	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:12:58%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/44-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/44-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:55	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:54%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_393/https://keshilliveterinar.com/wp-content/uploads/2019/06/44-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_393/https_/keshilliveterinar.com/wp-content/uploads/2019/06/44-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:55	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:54%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/44-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/44-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:56	14366/14366	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:12:59%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/55-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/55-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:56	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:55%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_383/https://keshilliveterinar.com/wp-content/uploads/2019/06/55-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_383/https_/keshilliveterinar.com/wp-content/uploads/2019/06/55-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:56	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:56%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/55-2.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/55-2.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:57	23804/23804	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:13:00%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/77-1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/77-1.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:57	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:57%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_482/https://keshilliveterinar.com/wp-content/uploads/2019/06/77-1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_482/https_/keshilliveterinar.com/wp-content/uploads/2019/06/77-1.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:58	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:57%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/77-1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/77-1.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:59	21353/21353	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:13:00%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/1111.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/1111.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:59	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:58%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_451/https://keshilliveterinar.com/wp-content/uploads/2019/06/1111.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_451/https_/keshilliveterinar.com/wp-content/uploads/2019/06/1111.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:21:59	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:58%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/1111.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/1111.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:22:00	12236/12236	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:13:01%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/2222.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/2222.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:22:00	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:21:59%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_440/https://keshilliveterinar.com/wp-content/uploads/2019/06/2222.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_440/https_/keshilliveterinar.com/wp-content/uploads/2019/06/2222.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:22:00	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:22:00%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/2222.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/2222.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:22:01	12983/12983	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:13:02%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/3333.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/3333.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:22:01	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:22:01%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_454/https://keshilliveterinar.com/wp-content/uploads/2019/06/3333.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_454/https_/keshilliveterinar.com/wp-content/uploads/2019/06/3333.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:22:02	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:22:01%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/3333.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/3333.jpg	(from https://keshilliveterinar.com/trajnimi-i-insiminimit-lushnje-fier-tirane-elbasan-lezhe-2018/)
17:22:03	2489/2489	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20Jun%202020%2015:22:02%20GMT	https://keshilliveterinar.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkeshilliveterinar.com%2Ftrajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018%2F	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-json/oembed/1.0/embed322d.json	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jun%202020%2015:22:02%20GMT	https://keshilliveterinar.com/?p=304	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/indexdd01.html	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:04	2581/2581	---MC-	200	added ('OK')	text/xml	date:Tue,%2016%20Jun%202020%2015:22:03%20GMT	https://keshilliveterinar.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkeshilliveterinar.com%2Ftrajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018%2F&format=xml	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-json/oembed/1.0/embed9219	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:04	896/896	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Apr%202020%2016:12:44%20GMT	https://keshilliveterinar.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/nextgen_gallery_display/static/trigger_buttons.css?ver=3.3.5	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/nextgen_gallery_display/static/trigger_buttons46df.css	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:05	5965/5965	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Apr%202020%2016:12:44%20GMT	https://keshilliveterinar.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/lightbox/static/simplelightbox/simplelightbox.css?ver=3.3.5	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/lightbox/static/simplelightbox/simplelightbox46df.css	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:06	26693/26693	---MCZ	200	added ('OK')	text/css	etag:W/%2225b2445e0c1838b110583405b3ec0177%22	https://use.fontawesome.com/releases/v5.3.1/css/v4-shims.css?ver=5.4.2	C:/My%20Web%20Sites/keshilli%20veterinar/use.fontawesome.com/releases/v5.3.1/css/v4-shims7661.css	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:06	48649/48649	---MCZ	200	added ('OK')	text/css	etag:W/%2210519cfd3206802f58315b877a9beab5%22	https://use.fontawesome.com/releases/v5.3.1/css/all.css?ver=5.4.2	C:/My%20Web%20Sites/keshilli%20veterinar/use.fontawesome.com/releases/v5.3.1/css/all7661.css	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:07	3513/3513	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Apr%202020%2016:12:44%20GMT	https://keshilliveterinar.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/nextgen_basic_imagebrowser/static/style.css?ver=3.3.5	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/nextgen_basic_imagebrowser/static/style46df.css	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:08	226/226	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Apr%202020%2016:12:44%20GMT	https://keshilliveterinar.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/ngglegacy/css/nggallery.css?ver=3.3.5	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/ngglegacy/css/nggallery46df.css	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:08	0/0	---M-Z	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:22:07%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait,w_275,h_237/https://keshilliveterinar.com/wp-content/uploads/2019/06/cropped-stema.png	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait,w_275,h_237/https_/keshilliveterinar.com/wp-content/uploads/2019/06/cropped-stema.png	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:08	0/-1	---M--	301	error ('')			https://keshilliveterinar.com/wp-admin	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-admin.150.delayed	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:09	35306/35306	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:18:30%20GMT	https://keshilliveterinar.com/wp-content/gallery/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/gallery/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/1.jpg	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
17:22:10	4210/4210	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:18:30%20GMT	https://keshilliveterinar.com/wp-content/gallery/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/thumbs/thumbs_1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/gallery/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/thumbs/thumbs_1.jpg	(from https://keshilliveterinar.com/trajnimi-i-kafsheve-te-vogla-me-turkun26-05-2018/)
